team,date,home_team,away_team,home_goals,away_goals,is_home,goals_for,goals_against,result,competition
Belgique,14.06.2022,Pologne,Belgique,0,1,False,1,0,W,Unknown
Belgique,11.06.2022,Pays de Galles,Belgique,1,1,False,1,1,D,Unknown
Belgique,08.06.2022,Belgique,Pologne,6,1,True,6,1,W,Unknown
Belgique,03.06.2022,Belgique,Pays-Bas,1,4,True,1,4,L,Unknown
Belgique,29.03.2022,Belgique,Burkina Faso,3,0,True,3,0,W,Unknown
Belgique,26.03.2022,Irlande,Belgique,2,2,False,2,2,D,Unknown
Belgique,16.11.2021,Pays de Galles,Belgique,1,1,False,1,1,D,Unknown
Belgique,13.11.2021,Belgique,Estonie,3,1,True,3,1,W,Unknown
Belgique,10.10.2021,ItalieVainqueur: Italie,Belgique,2,1,False,1,2,L,Unknown
Belgique,07.10.2021,Belgique,FranceQualifié: France,2,3,True,2,3,L,Unknown
Belgique,08.09.2021,Biélorussie,Belgique,0,1,False,1,0,W,Unknown
Belgique,05.09.2021,Belgique,République Tchèque,3,0,True,3,0,W,Unknown
Belgique,02.09.2021,Estonie,Belgique,2,5,False,5,2,W,Unknown
Belgique,02.07.2021,Belgique,ItalieQualifié: Italie,1,2,True,1,2,L,Unknown
Belgique,27.06.2021,BelgiqueQualifié: Belgique,Portugal,1,0,True,1,0,W,Unknown
Belgique,21.06.2021,Finlande,Belgique,0,2,False,2,0,W,Unknown
Belgique,17.06.2021,Danemark,Belgique,1,2,False,2,1,W,Unknown
Belgique,12.06.2021,Belgique,Russie,3,0,True,3,0,W,Unknown
Belgique,06.06.2021,Belgique,Croatie,1,0,True,1,0,W,Unknown
Belgique,03.06.2021,Belgique,Grèce,1,1,True,1,1,D,Unknown
Belgique,30.03.2021,Belgique,Biélorussie,8,0,True,8,0,W,Unknown
Belgique,27.03.2021,République Tchèque,Belgique,1,1,False,1,1,D,Unknown
Belgique,24.03.2021,Belgique,Pays de Galles,3,1,True,3,1,W,Unknown
Belgique,18.11.2020,Belgique,Danemark,4,2,True,4,2,W,Unknown
Belgique,15.11.2020,Belgique,Angleterre,2,0,True,2,0,W,Unknown
Belgique,11.11.2020,Belgique,Suisse,2,1,True,2,1,W,Unknown
Belgique,14.10.2020,Islande,Belgique,1,2,False,2,1,W,Unknown
Belgique,11.10.2020,Angleterre,Belgique,2,1,False,1,2,L,Unknown
Belgique,08.10.2020,Belgique,Côte d'Ivoire,1,1,True,1,1,D,Unknown
Belgique,08.09.2020,Belgique,Islande,5,1,True,5,1,W,Unknown
Belgique,05.09.2020,Danemark,Belgique,0,2,False,2,0,W,Unknown
Belgique,19.11.2019,Belgique,Chypre,6,1,True,6,1,W,Unknown
Belgique,16.11.2019,Russie,Belgique,1,4,False,4,1,W,Unknown
Belgique,13.10.2019,Kazakhstan,Belgique,0,2,False,2,0,W,Unknown
Belgique,10.10.2019,Belgique,Saint-Marin,9,0,True,9,0,W,Unknown
Belgique,09.09.2019,Écosse,Belgique,0,4,False,4,0,W,Unknown
Bosnie-Herzégovine,06.06. 21:00,Panama,Bosnie-Herzégovine,1,1,False,1,1,D,Unknown
Bosnie-Herzégovine,29.05. 20:30,Bosnie-Herzégovine,Macédoine du Nord,0,0,True,0,0,D,Unknown
Bosnie-Herzégovine,31.03. 20:45Après TAB,Bosnie-HerzégovineVainqueur: Bosnie-Herzégovine,Italie,1,1,True,1,1,W,Unknown
Bosnie-Herzégovine,26.03. 20:45Après TAB,Pays de Galles,Bosnie-HerzégovineQualifié: Bosnie-Herzégovine,1,1,False,1,1,W,Unknown
Bosnie-Herzégovine,18.11.2025,Autriche,Bosnie-Herzégovine,1,1,False,1,1,D,Unknown
Bosnie-Herzégovine,15.11.2025,Bosnie-Herzégovine,Roumanie,3,1,True,3,1,W,Unknown
Bosnie-Herzégovine,12.10.2025,Malte,Bosnie-Herzégovine,1,4,False,4,1,W,Unknown
Bosnie-Herzégovine,09.10.2025,Chypre,Bosnie-Herzégovine,2,2,False,2,2,D,Unknown
Bosnie-Herzégovine,09.09.2025,Bosnie-Herzégovine,Autriche,1,2,True,1,2,L,Unknown
Bosnie-Herzégovine,06.09.2025,Saint-Marin,Bosnie-Herzégovine,0,6,False,6,0,W,Unknown
Bosnie-Herzégovine,10.06.2025,Slovénie,Bosnie-Herzégovine,2,1,False,1,2,L,Unknown
Bosnie-Herzégovine,07.06.2025,Bosnie-Herzégovine,Saint-Marin,1,0,True,1,0,W,Unknown
Bosnie-Herzégovine,24.03.2025,Bosnie-Herzégovine,Chypre,2,1,True,2,1,W,Unknown
Bosnie-Herzégovine,21.03.2025,Roumanie,Bosnie-Herzégovine,0,1,False,1,0,W,Unknown
Bosnie-Herzégovine,19.11.2024,Bosnie-Herzégovine,Pays-Bas,1,1,True,1,1,D,Unknown
Bosnie-Herzégovine,16.11.2024,Allemagne,Bosnie-Herzégovine,7,0,False,0,7,L,Unknown
Bosnie-Herzégovine,14.10.2024,Bosnie-Herzégovine,Hongrie,0,2,True,0,2,L,Unknown
Bosnie-Herzégovine,11.10.2024,Bosnie-Herzégovine,Allemagne,1,2,True,1,2,L,Unknown
Bosnie-Herzégovine,10.09.2024,Hongrie,Bosnie-Herzégovine,0,0,False,0,0,D,Unknown
Bosnie-Herzégovine,07.09.2024,Pays-Bas,Bosnie-Herzégovine,5,2,False,2,5,L,Unknown
Bosnie-Herzégovine,09.06.2024,Italie,Bosnie-Herzégovine,1,0,False,0,1,L,Unknown
Bosnie-Herzégovine,03.06.2024,Angleterre,Bosnie-Herzégovine,3,0,False,0,3,L,Unknown
Bosnie-Herzégovine,21.03.2024,Bosnie-Herzégovine,UkraineQualifié: Ukraine,1,2,True,1,2,L,Unknown
Bosnie-Herzégovine,19.11.2023,Bosnie-Herzégovine,Slovaquie,1,2,True,1,2,L,Unknown
Bosnie-Herzégovine,16.11.2023,Luxembourg,Bosnie-Herzégovine,4,1,False,1,4,L,Unknown
Bosnie-Herzégovine,16.10.2023,Bosnie-Herzégovine,Portugal,0,5,True,0,5,L,Unknown
Bosnie-Herzégovine,13.10.2023,Liechtenstein,Bosnie-Herzégovine,0,2,False,2,0,W,Unknown
Bosnie-Herzégovine,11.09.2023,Islande,Bosnie-Herzégovine,1,0,False,0,1,L,Unknown
Bosnie-Herzégovine,08.09.2023,Bosnie-Herzégovine,Liechtenstein,2,1,True,2,1,W,Unknown
Bosnie-Herzégovine,20.06.2023,Bosnie-Herzégovine,Luxembourg,0,2,True,0,2,L,Unknown
Bosnie-Herzégovine,17.06.2023,Portugal,Bosnie-Herzégovine,3,0,False,0,3,L,Unknown
Bosnie-Herzégovine,26.03.2023,Slovaquie,Bosnie-Herzégovine,2,0,False,0,2,L,Unknown
Bosnie-Herzégovine,23.03.2023,Bosnie-Herzégovine,Islande,3,0,True,3,0,W,Unknown
Bosnie-Herzégovine,26.09.2022,Roumanie,Bosnie-Herzégovine,4,1,False,1,4,L,Unknown
Bosnie-Herzégovine,23.09.2022,Bosnie-Herzégovine,Monténégro,1,0,True,1,0,W,Unknown
Bosnie-Herzégovine,14.06.2022,Bosnie-Herzégovine,Finlande,3,2,True,3,2,W,Unknown
Bosnie-Herzégovine,11.06.2022,Monténégro,Bosnie-Herzégovine,1,1,False,1,1,D,Unknown
Bosnie-Herzégovine,07.06.2022,Bosnie-Herzégovine,Roumanie,1,0,True,1,0,W,Unknown
Bosnie-Herzégovine,04.06.2022,Finlande,Bosnie-Herzégovine,1,1,False,1,1,D,Unknown
Bosnie-Herzégovine,29.03.2022,Bosnie-Herzégovine,Luxembourg,1,0,True,1,0,W,Unknown
Bosnie-Herzégovine,25.03.2022,Bosnie-Herzégovine,Géorgie,0,1,True,0,1,L,Unknown
Bosnie-Herzégovine,19.12.2021,États-Unis,Bosnie-Herzégovine,1,0,False,0,1,L,Unknown
Bosnie-Herzégovine,16.11.2021,Bosnie-Herzégovine,Ukraine,0,2,True,0,2,L,Unknown
Bosnie-Herzégovine,13.11.2021,Bosnie-Herzégovine,Finlande,1,3,True,1,3,L,Unknown
Bosnie-Herzégovine,12.10.2021,Ukraine,Bosnie-Herzégovine,1,1,False,1,1,D,Unknown
Bosnie-Herzégovine,09.10.2021,Kazakhstan,Bosnie-Herzégovine,0,2,False,2,0,W,Unknown
Bosnie-Herzégovine,07.09.2021,Bosnie-Herzégovine,Kazakhstan,2,2,True,2,2,D,Unknown
Bosnie-Herzégovine,04.09.2021,Bosnie-Herzégovine,Koweit,1,0,True,1,0,W,Unknown
Bosnie-Herzégovine,01.09.2021,France,Bosnie-Herzégovine,1,1,False,1,1,D,Unknown
Bosnie-Herzégovine,06.06.2021,Danemark,Bosnie-Herzégovine,2,0,False,0,2,L,Unknown
Bosnie-Herzégovine,02.06.2021,Bosnie-Herzégovine,Monténégro,0,0,True,0,0,D,Unknown
Bosnie-Herzégovine,31.03.2021,Bosnie-Herzégovine,France,0,1,True,0,1,L,Unknown
Bosnie-Herzégovine,27.03.2021,Bosnie-Herzégovine,Costa Rica,0,0,True,0,0,D,Unknown
Bosnie-Herzégovine,24.03.2021,Finlande,Bosnie-Herzégovine,2,2,False,2,2,D,Unknown
Bosnie-Herzégovine,18.11.2020,Bosnie-Herzégovine,Italie,0,2,True,0,2,L,Unknown
Bosnie-Herzégovine,15.11.2020,Pays-Bas,Bosnie-Herzégovine,3,1,False,1,3,L,Unknown
Bosnie-Herzégovine,12.11.2020,Bosnie-Herzégovine,Iran,0,2,True,0,2,L,Unknown
Bosnie-Herzégovine,14.10.2020,Pologne,Bosnie-Herzégovine,3,0,False,0,3,L,Unknown
Bosnie-Herzégovine,11.10.2020,Bosnie-Herzégovine,Pays-Bas,0,0,True,0,0,D,Unknown
Bosnie-Herzégovine,08.10.2020Après TAB,Bosnie-Herzégovine,Irlande du NordQualifié: Irlande du Nord,1,1,True,1,1,L,Unknown
Bosnie-Herzégovine,07.09.2020,Bosnie-Herzégovine,Pologne,1,2,True,1,2,L,Unknown
Bosnie-Herzégovine,04.09.2020,Italie,Bosnie-Herzégovine,1,1,False,1,1,D,Unknown
Bosnie-Herzégovine,18.11.2019,Liechtenstein,Bosnie-Herzégovine,0,3,False,3,0,W,Unknown
Bosnie-Herzégovine,15.11.2019,Bosnie-Herzégovine,Italie,0,3,True,0,3,L,Unknown
Bosnie-Herzégovine,15.10.2019,Grèce,Bosnie-Herzégovine,2,1,False,1,2,L,Unknown
Bosnie-Herzégovine,12.10.2019,Bosnie-Herzégovine,Finlande,4,1,True,4,1,W,Unknown
Bosnie-Herzégovine,08.09.2019,Arménie,Bosnie-Herzégovine,4,2,False,2,4,L,Unknown
Bosnie-Herzégovine,05.09.2019,Bosnie-Herzégovine,Liechtenstein,5,0,True,5,0,W,Unknown
Bosnie-Herzégovine,11.06.2019,Italie,Bosnie-Herzégovine,2,1,False,1,2,L,Unknown
Bosnie-Herzégovine,08.06.2019,Finlande,Bosnie-Herzégovine,2,0,False,0,2,L,Unknown
Bosnie-Herzégovine,26.03.2019,Bosnie-Herzégovine,Grèce,2,2,True,2,2,D,Unknown
Bosnie-Herzégovine,23.03.2019,Bosnie-Herzégovine,Arménie,2,1,True,2,1,W,Unknown
Bosnie-Herzégovine,18.11.2018,Espagne,Bosnie-Herzégovine,1,0,False,0,1,L,Unknown
Bosnie-Herzégovine,15.11.2018,Autriche,Bosnie-Herzégovine,0,0,False,0,0,D,Unknown
Bosnie-Herzégovine,15.10.2018,Bosnie-Herzégovine,Irlande du Nord,2,0,True,2,0,W,Unknown
Bosnie-Herzégovine,11.10.2018,Turquie,Bosnie-Herzégovine,0,0,False,0,0,D,Unknown
Bosnie-Herzégovine,11.09.2018,Bosnie-Herzégovine,Autriche,1,0,True,1,0,W,Unknown
Bosnie-Herzégovine,08.09.2018,Irlande du Nord,Bosnie-Herzégovine,1,2,False,2,1,W,Unknown
Bosnie-Herzégovine,01.06.2018,Corée du Sud,Bosnie-Herzégovine,1,3,False,3,1,W,Unknown
Bosnie-Herzégovine,28.05.2018,Bosnie-Herzégovine,Monténégro,0,0,True,0,0,D,Unknown
Croatie,02.06. 18:00,Croatie,Belgique,0,2,True,0,2,L,Unknown
Croatie,01.04. 02:00,Brésil,Croatie,3,1,False,1,3,L,Unknown
Croatie,27.03. 00:30,Colombie,Croatie,1,2,False,2,1,W,Unknown
Croatie,17.11.2025,Monténégro,Croatie,2,3,False,3,2,W,Unknown
Croatie,14.11.2025,Croatie,Iles Féroé,3,1,True,3,1,W,Unknown
Croatie,12.10.2025,Croatie,Gibraltar,3,0,True,3,0,W,Unknown
Croatie,09.10.2025,République Tchèque,Croatie,0,0,False,0,0,D,Unknown
Croatie,08.09.2025,Croatie,Monténégro,4,0,True,4,0,W,Unknown
Croatie,05.09.2025,Iles Féroé,Croatie,0,1,False,1,0,W,Unknown
Croatie,09.06.2025,Croatie,République Tchèque,5,1,True,5,1,W,Unknown
Croatie,06.06.2025,Gibraltar,Croatie,0,7,False,7,0,W,Unknown
Croatie,23.03.2025Après TAB,FranceQualifié: France,Croatie,2,0,False,0,2,L,Unknown
Croatie,20.03.2025,Croatie,France,2,0,True,2,0,W,Unknown
Croatie,18.11.2024,Croatie,Portugal,1,1,True,1,1,D,Unknown
Croatie,15.11.2024,Écosse,Croatie,1,0,False,0,1,L,Unknown
Croatie,15.10.2024,Pologne,Croatie,3,3,False,3,3,D,Unknown
Croatie,12.10.2024,Croatie,Écosse,2,1,True,2,1,W,Unknown
Croatie,08.09.2024,Croatie,Pologne,1,0,True,1,0,W,Unknown
Croatie,05.09.2024,Portugal,Croatie,2,1,False,1,2,L,Unknown
Croatie,24.06.2024,Croatie,Italie,1,1,True,1,1,D,Unknown
Croatie,19.06.2024,Croatie,Albanie,2,2,True,2,2,D,Unknown
Croatie,15.06.2024,Espagne,Croatie,3,0,False,0,3,L,Unknown
Croatie,08.06.2024,Portugal,Croatie,1,2,False,2,1,W,Unknown
Croatie,03.06.2024,Croatie,Macédoine du Nord,3,0,True,3,0,W,Unknown
Croatie,26.03.2024,Égypte,Croatie,2,4,False,4,2,W,Unknown
Croatie,23.03.2024Après TAB,Croatie,Tunisie,0,0,True,0,0,W,Unknown
Croatie,21.11.2023,Croatie,Arménie,1,0,True,1,0,W,Unknown
Croatie,18.11.2023,Lettonie,Croatie,0,2,False,2,0,W,Unknown
Croatie,15.10.2023,Pays de Galles,Croatie,2,1,False,1,2,L,Unknown
Croatie,12.10.2023,Croatie,Turquie,0,1,True,0,1,L,Unknown
Croatie,11.09.2023,Arménie,Croatie,0,1,False,1,0,W,Unknown
Croatie,08.09.2023,Croatie,Lettonie,5,0,True,5,0,W,Unknown
Croatie,18.06.2023Après TAB,Croatie,EspagneVainqueur: Espagne,0,0,True,0,0,L,Unknown
Croatie,14.06.2023Après prol.,Pays-Bas,CroatieQualifié: Croatie,2,4,False,4,2,W,Unknown
Croatie,28.03.2023,Turquie,Croatie,0,2,False,2,0,W,Unknown
Croatie,25.03.2023,Croatie,Pays de Galles,1,1,True,1,1,D,Unknown
Croatie,17.12.2022,CroatieVainqueur: Croatie,Maroc,2,1,True,2,1,W,Unknown
Croatie,13.12.2022,ArgentineQualifié: Argentine,Croatie,3,0,False,0,3,L,Unknown
Croatie,09.12.2022Après TAB,CroatieQualifié: Croatie,Brésil,1,1,True,1,1,W,Unknown
Croatie,05.12.2022Après TAB,Japon,CroatieQualifié: Croatie,1,1,False,1,1,W,Unknown
Croatie,01.12.2022,Croatie,Belgique,0,0,True,0,0,D,Unknown
Croatie,27.11.2022,Croatie,Canada,4,1,True,4,1,W,Unknown
Croatie,23.11.2022,Maroc,Croatie,0,0,False,0,0,D,Unknown
Croatie,16.11.2022,Arabie Saoudite,Croatie,0,1,False,1,0,W,Unknown
Croatie,25.09.2022,Autriche,Croatie,1,3,False,3,1,W,Unknown
Croatie,22.09.2022,Croatie,Danemark,2,1,True,2,1,W,Unknown
Croatie,13.06.2022,France,Croatie,0,1,False,1,0,W,Unknown
Croatie,10.06.2022,Danemark,Croatie,0,1,False,1,0,W,Unknown
Croatie,06.06.2022,Croatie,France,1,1,True,1,1,D,Unknown
Croatie,03.06.2022,Croatie,Autriche,0,3,True,0,3,L,Unknown
Croatie,29.03.2022,Croatie,Bulgarie,2,1,True,2,1,W,Unknown
Croatie,26.03.2022,Croatie,Slovénie,1,1,True,1,1,D,Unknown
Croatie,14.11.2021,Croatie,Russie,1,0,True,1,0,W,Unknown
Croatie,11.11.2021,Malte,Croatie,1,7,False,7,1,W,Unknown
Croatie,11.10.2021,Croatie,Slovaquie,2,2,True,2,2,D,Unknown
Croatie,08.10.2021,Chypre,Croatie,0,3,False,3,0,W,Unknown
Croatie,07.09.2021,Croatie,Slovénie,3,0,True,3,0,W,Unknown
Croatie,04.09.2021,Slovaquie,Croatie,0,1,False,1,0,W,Unknown
Croatie,01.09.2021,Russie,Croatie,0,0,False,0,0,D,Unknown
Croatie,28.06.2021Après prol.,Croatie,EspagneQualifié: Espagne,3,5,True,3,5,L,Unknown
Croatie,22.06.2021,Croatie,Écosse,3,1,True,3,1,W,Unknown
Croatie,18.06.2021,Croatie,République Tchèque,1,1,True,1,1,D,Unknown
Croatie,13.06.2021,Angleterre,Croatie,1,0,False,0,1,L,Unknown
Croatie,06.06.2021,Belgique,Croatie,1,0,False,0,1,L,Unknown
Croatie,01.06.2021,Croatie,Arménie,1,1,True,1,1,D,Unknown
Croatie,30.03.2021,Croatie,Malte,3,0,True,3,0,W,Unknown
Croatie,27.03.2021,Croatie,Chypre,1,0,True,1,0,W,Unknown
Croatie,24.03.2021,Slovénie,Croatie,1,0,False,0,1,L,Unknown
Croatie,17.11.2020,Croatie,Portugal,2,3,True,2,3,L,Unknown
Croatie,14.11.2020,Suède,Croatie,2,1,False,1,2,L,Unknown
Croatie,11.11.2020,Turquie,Croatie,3,3,False,3,3,D,Unknown
Croatie,14.10.2020,Croatie,France,1,2,True,1,2,L,Unknown
Croatie,11.10.2020,Croatie,Suède,2,1,True,2,1,W,Unknown
Croatie,07.10.2020,Suisse,Croatie,1,2,False,2,1,W,Unknown
Croatie,08.09.2020,France,Croatie,4,2,False,2,4,L,Unknown
Croatie,05.09.2020,Portugal,Croatie,4,1,False,1,4,L,Unknown
Croatie,19.11.2019,Croatie,Géorgie,2,1,True,2,1,W,Unknown
Croatie,16.11.2019,Croatie,Slovaquie,3,1,True,3,1,W,Unknown
Croatie,13.10.2019,Pays de Galles,Croatie,1,1,False,1,1,D,Unknown
Croatie,10.10.2019,Croatie,Hongrie,3,0,True,3,0,W,Unknown
Écosse,06.06. 22:00,Bolivie,Écosse,0,4,False,4,0,W,Unknown
Écosse,30.05. 14:00,Écosse,Curaçao,4,1,True,4,1,W,Unknown
Écosse,31.03. 20:30,Écosse,Côte d'Ivoire,0,1,True,0,1,L,Unknown
Écosse,28.03. 18:00,Écosse,Japon,0,1,True,0,1,L,Unknown
Écosse,18.11.2025,Écosse,Danemark,4,2,True,4,2,W,Unknown
Écosse,15.11.2025,Grèce,Écosse,3,2,False,2,3,L,Unknown
Écosse,12.10.2025,Écosse,Biélorussie,2,1,True,2,1,W,Unknown
Écosse,09.10.2025,Écosse,Grèce,3,1,True,3,1,W,Unknown
Écosse,08.09.2025,Biélorussie,Écosse,0,2,False,2,0,W,Unknown
Écosse,05.09.2025,Danemark,Écosse,0,0,False,0,0,D,Unknown
Écosse,09.06.2025,Liechtenstein,Écosse,0,4,False,4,0,W,Unknown
Écosse,06.06.2025,Écosse,Islande,1,3,True,1,3,L,Unknown
Écosse,23.03.2025,Écosse,GrèceQualifié: Grèce,0,3,True,0,3,L,Unknown
Écosse,20.03.2025,Grèce,Écosse,0,1,False,1,0,W,Unknown
Écosse,18.11.2024,Pologne,Écosse,1,2,False,2,1,W,Unknown
Écosse,15.11.2024,Écosse,Croatie,1,0,True,1,0,W,Unknown
Écosse,15.10.2024,Écosse,Portugal,0,0,True,0,0,D,Unknown
Écosse,12.10.2024,Croatie,Écosse,2,1,False,1,2,L,Unknown
Écosse,08.09.2024,Portugal,Écosse,2,1,False,1,2,L,Unknown
Écosse,05.09.2024,Écosse,Pologne,2,3,True,2,3,L,Unknown
Écosse,23.06.2024,Écosse,Hongrie,0,1,True,0,1,L,Unknown
Écosse,19.06.2024,Écosse,Suisse,1,1,True,1,1,D,Unknown
Écosse,14.06.2024,Allemagne,Écosse,5,1,False,1,5,L,Unknown
Écosse,07.06.2024,Écosse,Finlande,2,2,True,2,2,D,Unknown
Écosse,03.06.2024,Écosse,Gibraltar,2,0,True,2,0,W,Unknown
Écosse,26.03.2024,Écosse,Irlande du Nord,0,1,True,0,1,L,Unknown
Écosse,22.03.2024,Pays-Bas,Écosse,4,0,False,0,4,L,Unknown
Écosse,19.11.2023,Écosse,Norvège,3,3,True,3,3,D,Unknown
Écosse,16.11.2023,Géorgie,Écosse,2,2,False,2,2,D,Unknown
Écosse,17.10.2023,France,Écosse,4,1,False,1,4,L,Unknown
Écosse,12.10.2023,Espagne,Écosse,2,0,False,0,2,L,Unknown
Écosse,12.09.2023,Écosse,Angleterre,1,3,True,1,3,L,Unknown
Écosse,08.09.2023,Chypre,Écosse,0,3,False,3,0,W,Unknown
Écosse,20.06.2023,Écosse,Géorgie,2,0,True,2,0,W,Unknown
Écosse,17.06.2023,Norvège,Écosse,1,2,False,2,1,W,Unknown
Écosse,28.03.2023,Écosse,Espagne,2,0,True,2,0,W,Unknown
Écosse,25.03.2023,Écosse,Chypre,3,0,True,3,0,W,Unknown
Écosse,16.11.2022,Turquie,Écosse,2,1,False,1,2,L,Unknown
Écosse,27.09.2022,Ukraine,Écosse,0,0,False,0,0,D,Unknown
Écosse,24.09.2022,Écosse,Irlande,2,1,True,2,1,W,Unknown
Écosse,21.09.2022,Écosse,Ukraine,3,0,True,3,0,W,Unknown
Écosse,14.06.2022,Arménie2,Écosse,1,4,False,4,1,W,Unknown
Écosse,11.06.2022,Irlande,Écosse,3,0,False,0,3,L,Unknown
Écosse,08.06.2022,Écosse,Arménie,2,0,True,2,0,W,Unknown
Écosse,01.06.2022,Écosse,UkraineQualifié: Ukraine,1,3,True,1,3,L,Unknown
Écosse,29.03.2022,Autriche,Écosse,2,2,False,2,2,D,Unknown
Écosse,24.03.2022,Écosse,Pologne,1,1,True,1,1,D,Unknown
Écosse,15.11.2021,Écosse,Danemark,2,0,True,2,0,W,Unknown
Écosse,12.11.2021,Moldavie,Écosse,0,2,False,2,0,W,Unknown
Écosse,12.10.2021,Iles Féroé,Écosse,0,1,False,1,0,W,Unknown
Écosse,09.10.2021,Écosse,Israel,3,2,True,3,2,W,Unknown
Écosse,07.09.2021,Autriche,Écosse,0,1,False,1,0,W,Unknown
Écosse,04.09.2021,Écosse,Moldavie,1,0,True,1,0,W,Unknown
Écosse,01.09.2021,Danemark,Écosse,2,0,False,0,2,L,Unknown
Écosse,22.06.2021,Croatie,Écosse,3,1,False,1,3,L,Unknown
Écosse,18.06.2021,Angleterre,Écosse,0,0,False,0,0,D,Unknown
Écosse,14.06.2021,Écosse,République Tchèque,0,2,True,0,2,L,Unknown
Écosse,06.06.2021,Luxembourg,Écosse,0,1,False,1,0,W,Unknown
Écosse,02.06.2021,Pays-Bas,Écosse,2,2,False,2,2,D,Unknown
Écosse,31.03.2021,Écosse,Iles Féroé,4,0,True,4,0,W,Unknown
Écosse,28.03.2021,Israel,Écosse,1,1,False,1,1,D,Unknown
Écosse,25.03.2021,Écosse,Autriche,2,2,True,2,2,D,Unknown
Écosse,18.11.2020,Israel,Écosse,1,0,False,0,1,L,Unknown
Écosse,15.11.2020,Slovaquie,Écosse,1,0,False,0,1,L,Unknown
Écosse,12.11.2020Après TAB,Serbie,ÉcosseQualifié: Écosse,1,1,False,1,1,W,Unknown
Écosse,14.10.2020,Écosse,République Tchèque,1,0,True,1,0,W,Unknown
Écosse,11.10.2020,Écosse,Slovaquie,1,0,True,1,0,W,Unknown
Écosse,08.10.2020Après TAB,ÉcosseQualifié: Écosse,Israel,0,0,True,0,0,W,Unknown
Écosse,07.09.2020,République Tchèque,Écosse,1,2,False,2,1,W,Unknown
Écosse,04.09.2020,Écosse,Israel,1,1,True,1,1,D,Unknown
Écosse,19.11.2019,Écosse,Kazakhstan,3,1,True,3,1,W,Unknown
Écosse,16.11.2019,Chypre,Écosse,1,2,False,2,1,W,Unknown
Écosse,13.10.2019,Écosse,Saint-Marin,6,0,True,6,0,W,Unknown
Écosse,10.10.2019,Russie,Écosse,4,0,False,0,4,L,Unknown
Écosse,09.09.2019,Écosse,Belgique,0,4,True,0,4,L,Unknown
Écosse,06.09.2019,Écosse,Russie,1,2,True,1,2,L,Unknown
Écosse,11.06.2019,Belgique,Écosse,3,0,False,0,3,L,Unknown
Écosse,08.06.2019,Écosse,Chypre,2,1,True,2,1,W,Unknown
Écosse,24.03.2019,Saint-Marin,Écosse,0,2,False,2,0,W,Unknown
Écosse,21.03.2019,Kazakhstan,Écosse,3,0,False,0,3,L,Unknown
Espagne,04.06. 21:00,Espagne,Irak,1,1,True,1,1,D,Unknown
Espagne,31.03. 21:00,Espagne,Égypte,0,0,True,0,0,D,Unknown
Espagne,27.03. 21:00,Espagne,Serbie,3,0,True,3,0,W,Unknown
Espagne,18.11.2025,Espagne,Turquie,2,2,True,2,2,D,Unknown
Espagne,15.11.2025,Géorgie,Espagne,0,4,False,4,0,W,Unknown
Espagne,14.10.2025,Espagne,Bulgarie,4,0,True,4,0,W,Unknown
Espagne,11.10.2025,Espagne,Géorgie,2,0,True,2,0,W,Unknown
Espagne,07.09.2025,Turquie,Espagne,0,6,False,6,0,W,Unknown
Espagne,04.09.2025,Bulgarie,Espagne,0,3,False,3,0,W,Unknown
Espagne,08.06.2025Après TAB,PortugalVainqueur: Portugal,Espagne,2,2,False,2,2,L,Unknown
Espagne,05.06.2025,EspagneQualifié: Espagne,France,5,4,True,5,4,W,Unknown
Espagne,23.03.2025Après TAB,EspagneQualifié: Espagne,Pays-Bas,3,3,True,3,3,W,Unknown
Espagne,20.03.2025,Pays-Bas,Espagne,2,2,False,2,2,D,Unknown
Espagne,18.11.2024,Espagne,Suisse,3,2,True,3,2,W,Unknown
Espagne,15.11.2024,Danemark,Espagne,1,2,False,2,1,W,Unknown
Espagne,15.10.2024,Espagne,Serbie,3,0,True,3,0,W,Unknown
Espagne,12.10.2024,Espagne,Danemark,1,0,True,1,0,W,Unknown
Espagne,08.09.2024,Suisse,Espagne,1,4,False,4,1,W,Unknown
Espagne,05.09.2024,Serbie,Espagne,0,0,False,0,0,D,Unknown
Espagne,14.07.2024,EspagneVainqueur: Espagne,Angleterre,2,1,True,2,1,W,Unknown
Espagne,09.07.2024,EspagneQualifié: Espagne,France,2,1,True,2,1,W,Unknown
Espagne,05.07.2024Après prol.,EspagneQualifié: Espagne,Allemagne,2,1,True,2,1,W,Unknown
Espagne,30.06.2024,EspagneQualifié: Espagne,Géorgie,4,1,True,4,1,W,Unknown
Espagne,24.06.2024,Albanie,Espagne,0,1,False,1,0,W,Unknown
Espagne,20.06.2024,Espagne,Italie,1,0,True,1,0,W,Unknown
Espagne,15.06.2024,Espagne,Croatie,3,0,True,3,0,W,Unknown
Espagne,08.06.2024,Espagne,Irlande du Nord,5,1,True,5,1,W,Unknown
Espagne,05.06.2024,Espagne,Andorre,5,0,True,5,0,W,Unknown
Espagne,26.03.2024,Espagne,Brésil,3,3,True,3,3,D,Unknown
Espagne,22.03.2024,Espagne,Colombie,0,1,True,0,1,L,Unknown
Espagne,19.11.2023,Espagne,Géorgie,3,1,True,3,1,W,Unknown
Espagne,16.11.2023,Chypre,Espagne,1,3,False,3,1,W,Unknown
Espagne,15.10.2023,Norvège,Espagne,0,1,False,1,0,W,Unknown
Espagne,12.10.2023,Espagne,Écosse,2,0,True,2,0,W,Unknown
