team,opponent,date,is_home,result,goals_for,goals_against,win_rate,world_cup_win_rate,avg_goals_scored,avg_goals_conceded,avg_goal_diff,players_value,fifa_ranking,opp_win_rate,opp_avg_gs,opp_avg_gc,opp_players_value,opp_fifa_ranking,ranking_diff,value_ratio,form_wins_5,form_draws_5,form_losses_5,form_pts_5,form_gf_5,form_ga_5,form_gd_5,form_home_wr_5,form_away_wr_5
France,Suède,05.09.2020,0,W,1,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.525,1.69,1.27,15620000.0,38.0,-37.0,3.7503201024327786,3.0,1.0,1.0,10.0,11.0,7.0,4.0,1.0,0.3333333333333333
France,Ukraine,05.09.2025,0,W,2,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,4.0,0.0,1.0,12.0,11.0,6.0,5.0,1.0,0.6666666666666666
France,Croatie,06.06.2022,0,D,1,1,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.55,1.75,1.09,14900000.0,11.0,-10.0,3.931543624161074,4.0,0.0,1.0,12.0,10.0,5.0,5.0,1.0,0.75
France,Italie,06.09.2024,1,L,1,3,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,8.0,6.0,2.0,0.0,0.6
France,Finlande,07.09.2021,1,W,2,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,5.0,4.0,1.0,0.0,0.75
France,Irlande,07.09.2023,1,W,2,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,7.0,4.0,3.0,0.5,0.6666666666666666
France,Ukraine,07.10.2020,1,W,7,1,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,8.0,4.0,4.0,0.6666666666666666,0.5
France,Belgique,07.10.2021,0,W,3,2,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.6,2.35,0.89,21060000.0,9.0,-8.0,2.781576448243115,3.0,1.0,1.0,10.0,13.0,5.0,8.0,0.75,0.0
France,Bulgarie,08.06.2021,1,W,3,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,4.0,0.0,1.0,12.0,15.0,6.0,9.0,0.75,1.0
France,Allemagne,08.06.2025,0,W,2,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.55,2.33,1.19,36420000.0,10.0,-9.0,1.6084568918176827,5.0,0.0,0.0,15.0,17.0,3.0,14.0,1.0,1.0
France,Croatie,08.09.2020,1,W,4,2,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.55,1.75,1.09,14900000.0,11.0,-10.0,3.931543624161074,5.0,0.0,0.0,15.0,17.0,3.0,14.0,1.0,1.0
France,Canada,09.06.2024,1,D,0,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.525,1.81,0.88,7870000.0,30.0,-29.0,7.443456162642948,5.0,0.0,0.0,15.0,19.0,5.0,14.0,1.0,1.0
France,EspagneQualifié: Espagne,09.07.2024,0,L,1,2,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,12.0,4.0,8.0,0.6666666666666666,1.0
France,Belgique,09.09.2024,1,W,2,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.6,2.35,0.89,21060000.0,9.0,-8.0,2.781576448243115,3.0,1.0,1.0,10.0,10.0,4.0,6.0,0.6666666666666666,0.5
France,Islande,09.09.2025,1,W,2,1,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,9.0,4.0,5.0,0.6666666666666666,0.5
France,Autriche,10.06.2022,0,D,1,1,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.575,1.89,1.02,9690000.0,23.0,-22.0,6.045407636738906,3.0,1.0,1.0,10.0,9.0,5.0,4.0,0.75,0.0
France,Espagne,10.10.2021,0,W,2,1,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.6625,2.33,0.76,47030000.0,2.0,-1.0,1.245587922602594,2.0,2.0,1.0,8.0,6.0,4.0,2.0,0.6666666666666666,0.0
France,Israel,10.10.2024,0,W,4,1,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,8.0,5.0,3.0,1.0,0.3333333333333333
France,Azerbaïdjan,10.10.2025,1,W,3,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,11.0,4.0,7.0,1.0,0.6666666666666666
France,Angleterre,10.12.2022,0,W,2,1,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.6625,2.12,0.59,50110000.0,4.0,-3.0,1.1690281380961884,4.0,1.0,0.0,13.0,12.0,4.0,8.0,1.0,0.6666666666666666
France,Portugal,11.10.2020,1,D,0,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.675,2.42,0.78,38670000.0,5.0,-4.0,1.5148694078096716,4.0,1.0,0.0,13.0,12.0,4.0,8.0,1.0,0.75
France,Finlande,11.11.2020,1,L,0,2,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,11.0,3.0,8.0,0.5,1.0
France,Allemagne,12.09.2023,0,L,1,2,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.55,2.33,1.19,36420000.0,10.0,-9.0,1.6084568918176827,3.0,1.0,1.0,10.0,9.0,4.0,5.0,0.3333333333333333,1.0
France,Croatie,13.06.2022,1,L,0,1,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.55,1.75,1.09,14900000.0,11.0,-10.0,3.931543624161074,2.0,1.0,2.0,7.0,6.0,5.0,1.0,0.3333333333333333,0.5
France,Pays-Bas,13.10.2023,0,W,2,1,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5875,2.31,0.96,30930000.0,8.0,-7.0,1.893954089880375,1.0,1.0,3.0,4.0,3.0,6.0,-3.0,0.0,0.5
France,Islande,13.10.2025,0,D,2,2,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,1.0,1.0,3.0,4.0,3.0,6.0,-3.0,0.0,0.5
France,Kazakhstan,13.11.2021,1,W,8,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,1.0,1.0,3.0,4.0,5.0,8.0,-3.0,0.0,0.3333333333333333
France,Ukraine,13.11.2025,1,W,4,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,2.0,1.0,2.0,7.0,13.0,6.0,7.0,0.5,0.3333333333333333
France,Croatie,14.10.2020,0,W,2,1,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.55,1.75,1.09,14900000.0,11.0,-10.0,3.931543624161074,3.0,1.0,1.0,10.0,16.0,4.0,12.0,0.6666666666666666,0.5
France,Belgique,14.10.2024,0,W,2,1,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.6,2.35,0.89,21060000.0,9.0,-8.0,2.781576448243115,4.0,1.0,0.0,13.0,18.0,4.0,14.0,1.0,0.6666666666666666
France,Moldavie,14.11.2019,1,W,2,1,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,18.0,4.0,14.0,1.0,0.6666666666666666
France,Portugal,14.11.2020,0,W,1,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.675,2.42,0.78,38670000.0,5.0,-4.0,1.5148694078096716,5.0,0.0,0.0,15.0,18.0,3.0,15.0,1.0,1.0
France,Israel,14.11.2024,1,D,0,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,5.0,0.0,0.0,15.0,11.0,3.0,8.0,1.0,1.0
France,Maroc,14.12.2022,1,W,2,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.7125,1.89,0.65,19170000.0,7.0,-6.0,3.0558163797600417,4.0,1.0,0.0,13.0,7.0,3.0,4.0,0.5,1.0
France,Allemagne,15.06.2021,1,W,1,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.55,2.33,1.19,36420000.0,10.0,-9.0,1.6084568918176827,4.0,1.0,0.0,13.0,7.0,2.0,5.0,0.6666666666666666,1.0
France,Gibraltar,16.06.2023,0,W,3,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,6.0,1.0,5.0,0.75,1.0
France,Finlande,16.11.2021,0,W,2,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,7.0,0.0,7.0,0.6666666666666666,1.0
France,Azerbaïdjan,16.11.2025,0,W,3,1,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,8.0,0.0,8.0,0.6666666666666666,1.0
France,Autriche,17.06.2024,0,W,1,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.575,1.89,1.02,9690000.0,23.0,-22.0,6.045407636738906,5.0,0.0,0.0,15.0,11.0,1.0,10.0,1.0,1.0
France,Écosse,17.10.2023,1,W,4,1,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.475,1.48,1.3,6550000.0,43.0,-42.0,8.94351145038168,5.0,0.0,0.0,15.0,10.0,1.0,9.0,1.0,1.0
France,Albanie,17.11.2019,0,W,2,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,5.0,0.0,0.0,15.0,13.0,2.0,11.0,1.0,1.0
France,Suède,17.11.2020,1,W,4,2,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.525,1.69,1.27,15620000.0,38.0,-37.0,3.7503201024327786,5.0,0.0,0.0,15.0,12.0,2.0,10.0,1.0,1.0
France,Italie,17.11.2024,0,W,3,1,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,5.0,0.0,0.0,15.0,14.0,4.0,10.0,1.0,1.0
France,Gibraltar,18.11.2023,1,W,14,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,5.0,0.0,0.0,15.0,14.0,4.0,10.0,1.0,1.0
France,ArgentineVainqueur: Argentine,18.12.2022Après TAB,0,L,3,3,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,5.0,0.0,0.0,15.0,27.0,4.0,23.0,1.0,1.0
France,Hongrie,19.06.2021,0,D,1,1,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,4.0,0.0,1.0,12.0,26.0,6.0,20.0,1.0,0.6666666666666666
France,Grèce,19.06.2023,1,W,1,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,25.0,7.0,18.0,1.0,0.3333333333333333
France,Croatie,20.03.2025,0,L,0,2,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.55,1.75,1.09,14900000.0,11.0,-10.0,3.931543624161074,3.0,1.0,1.0,10.0,22.0,5.0,17.0,1.0,0.3333333333333333
France,Pays-Bas,21.06.2024,0,D,0,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5875,2.31,0.96,30930000.0,8.0,-7.0,1.893954089880375,2.0,1.0,2.0,7.0,19.0,6.0,13.0,1.0,0.0
France,Grèce,21.11.2023,0,D,2,2,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,1.0,2.0,2.0,5.0,5.0,6.0,-1.0,1.0,0.0
France,Autriche,22.09.2022,1,W,2,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.575,1.89,1.02,9690000.0,23.0,-22.0,6.045407636738906,1.0,3.0,1.0,6.0,4.0,5.0,-1.0,1.0,0.0
France,Australie,22.11.2022,1,W,4,1,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.6125,1.89,0.74,2980000.0,27.0,-26.0,19.65771812080537,2.0,2.0,1.0,8.0,5.0,4.0,1.0,1.0,0.0
France,Allemagne,23.03.2024,1,L,0,2,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.55,2.33,1.19,36420000.0,10.0,-9.0,1.6084568918176827,2.0,2.0,1.0,8.0,8.0,5.0,3.0,1.0,0.0
France,Croatie,23.03.2025Après TAB,1,W,2,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.55,1.75,1.09,14900000.0,11.0,-10.0,3.931543624161074,2.0,2.0,1.0,8.0,8.0,5.0,3.0,0.6666666666666666,0.0
France,Portugal,23.06.2021,0,D,2,2,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.675,2.42,0.78,38670000.0,5.0,-4.0,1.5148694078096716,3.0,1.0,1.0,10.0,10.0,5.0,5.0,0.75,0.0
France,Ukraine,24.03.2021,1,D,1,1,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,10.0,5.0,5.0,0.75,0.0
France,Pays-Bas,24.03.2023,1,W,4,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5875,2.31,0.96,30930000.0,8.0,-7.0,1.893954089880375,2.0,2.0,1.0,8.0,9.0,6.0,3.0,0.5,0.0
France,Côte d'Ivoire,25.03.2022,1,W,2,1,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.6125,1.66,0.75,20080000.0,34.0,-33.0,2.9173306772908365,2.0,2.0,1.0,8.0,9.0,5.0,4.0,0.5,0.0
France,Pologne,25.06.2024,1,D,1,1,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,3.0,2.0,0.0,11.0,11.0,4.0,7.0,0.75,0.0
France,Danemark,25.09.2022,0,L,0,2,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,2.0,3.0,0.0,9.0,10.0,5.0,5.0,0.5,0.0
France,Brésil,26.03. 21:00,0,W,2,1,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.6,1.96,0.78,35510000.0,6.0,-5.0,1.6496761475640664,2.0,2.0,1.0,8.0,8.0,5.0,3.0,0.5,0.0
France,Chili,26.03.2024,1,W,3,2,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,9.0,5.0,4.0,0.6666666666666666,0.5
France,Danemark,26.11.2022,1,W,2,1,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,8.0,7.0,1.0,0.6666666666666666,0.5
France,Irlande,27.03.2023,0,W,1,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,8.0,7.0,1.0,0.6666666666666666,0.5
France,Kazakhstan,28.03.2021,0,W,2,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,4.0,0.0,1.0,12.0,8.0,6.0,2.0,1.0,0.6666666666666666
France,SuisseQualifié: Suisse,28.06.2021Après TAB,1,L,3,3,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,0.95,1.43,29290000.0,75.0,0.0,1.0,5.0,0.0,0.0,15.0,10.0,4.0,6.0,1.0,1.0
France,Colombie,29.03. 21:00,0,W,3,1,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.5,1.51,0.89,11630000.0,13.0,-12.0,5.036973344797937,4.0,0.0,1.0,12.0,11.0,6.0,5.0,0.6666666666666666,1.0
France,Afrique du Sud,29.03.2022,1,W,5,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.4625,1.32,0.91,1890000.0,60.0,-59.0,30.994708994708994,4.0,0.0,1.0,12.0,11.0,5.0,6.0,0.5,1.0
France,Tunisie,30.11.2022,0,L,0,1,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.525,1.32,0.75,2690000.0,44.0,-43.0,21.776951672862452,4.0,0.0,1.0,12.0,14.0,4.0,10.0,0.5,1.0
France,Bosnie-Herzégovine,31.03.2021,0,W,1,0,0.65,0.0,2.16,0.89,1.27,58580000.0,1.0,0.3125,1.12,1.43,5830000.0,65.0,-64.0,10.04802744425386,3.0,0.0,2.0,9.0,13.0,5.0,8.0,0.5,0.6666666666666666
Ghana,Madagascar,01.06.2022,1,W,3,0,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,0.95,1.43,4345000.0,75.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,1.0,0.0
Ghana,Pays de Galles,02.06. 20:45,0,D,1,1,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,0.95,1.43,4345000.0,75.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,1.0,0.0
Ghana,Uruguay,02.12.2022,1,L,0,2,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.4625,1.35,0.81,13820000.0,17.0,56.0,0.6287988422575976,1.0,1.0,0.0,4.0,4.0,1.0,3.0,1.0,0.0
Ghana,Ethiopie,03.09.2021,1,W,1,0,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,0.95,1.43,4345000.0,75.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,0.5,0.0
Ghana,Nigéria,03.09.2022Après TAB,0,W,0,2,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,0.95,1.43,4345000.0,75.0,0.0,1.0,2.0,1.0,1.0,7.0,5.0,3.0,2.0,0.6666666666666666,0.0
Ghana,Tchad,04.09.2025,0,D,1,1,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,0.95,1.43,4345000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,5.0,5.0,0.0,0.6666666666666666,0.5
Ghana,Algérie,05.01.2022,0,L,0,3,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.65,1.9,0.59,9880000.0,28.0,45.0,0.8795546558704453,2.0,2.0,1.0,8.0,3.0,6.0,-3.0,0.5,0.3333333333333333
Ghana,Centrafrique,05.06.2022,0,D,1,1,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,0.95,1.43,4345000.0,75.0,0.0,1.0,2.0,1.0,2.0,7.0,2.0,8.0,-6.0,0.5,0.3333333333333333
Ghana,Angola,05.09.2024,1,L,0,1,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,0.95,1.43,4345000.0,75.0,0.0,1.0,2.0,2.0,1.0,8.0,3.0,7.0,-4.0,1.0,0.25
Ghana,Mali,06.06.2024,0,W,2,1,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,0.95,1.43,4345000.0,75.0,0.0,1.0,1.0,2.0,2.0,5.0,2.0,8.0,-6.0,0.0,0.25
Ghana,Afrique du Sud,06.09.2021,0,L,0,1,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.4625,1.32,0.91,1890000.0,60.0,13.0,4.597883597883598,1.0,2.0,2.0,5.0,4.0,7.0,-3.0,0.0,0.25
Ghana,Algérie,07.01.2023,0,D,0,0,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.65,1.9,0.59,9880000.0,28.0,45.0,0.8795546558704453,1.0,1.0,3.0,4.0,3.0,7.0,-4.0,0.0,0.25
Ghana,Centrafrique,07.09.2023,1,W,2,1,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,0.95,1.43,4345000.0,75.0,0.0,1.0,1.0,2.0,2.0,5.0,3.0,4.0,-1.0,0.0,0.25
Ghana,Namibie,08.01.2024,1,D,0,0,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,0.95,1.43,4345000.0,75.0,0.0,1.0,2.0,1.0,2.0,7.0,4.0,4.0,0.0,0.5,0.3333333333333333
Ghana,Maroc,08.06.2021,0,L,0,1,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.7125,1.89,0.65,19170000.0,7.0,66.0,0.45331246739697445,2.0,2.0,1.0,8.0,4.0,3.0,1.0,0.5,0.3333333333333333
Ghana,Mali,08.09.2025,1,W,1,0,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,0.95,1.43,4345000.0,75.0,0.0,1.0,1.0,2.0,2.0,5.0,2.0,3.0,-1.0,0.5,0.0
Ghana,Centrafrique,08.10.2025,0,W,5,0,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,0.95,1.43,4345000.0,75.0,0.0,1.0,2.0,2.0,1.0,8.0,3.0,2.0,1.0,0.6666666666666666,0.0
Ghana,Niger,09.09.2024,0,D,1,1,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,0.95,1.43,4345000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,8.0,2.0,6.0,0.6666666666666666,0.5
Ghana,Zimbabwe,09.10.2021,1,W,3,1,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,0.95,1.43,4345000.0,75.0,0.0,1.0,2.0,2.0,1.0,8.0,7.0,2.0,5.0,0.5,0.3333333333333333
Ghana,Maroc,10.01.2022,0,L,0,1,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.7125,1.89,0.65,19170000.0,7.0,66.0,0.45331246739697445,3.0,1.0,1.0,10.0,10.0,3.0,7.0,1.0,0.3333333333333333
Ghana,Mozambique,10.01.2023,1,L,0,1,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,0.95,1.43,4345000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,10.0,3.0,7.0,1.0,0.3333333333333333
Ghana,JaponQualifié: Japon,10.06.2022,0,L,1,4,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,0.95,1.43,4345000.0,75.0,0.0,1.0,2.0,1.0,2.0,7.0,9.0,4.0,5.0,0.5,0.3333333333333333
Ghana,Centrafrique,10.06.2024,1,W,4,3,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,0.95,1.43,4345000.0,75.0,0.0,1.0,1.0,1.0,3.0,4.0,5.0,8.0,-3.0,0.5,0.0
Ghana,Soudan,10.10.2024,1,D,0,0,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,0.95,1.43,4345000.0,75.0,0.0,1.0,2.0,0.0,3.0,6.0,8.0,10.0,-2.0,0.6666666666666666,0.0
Ghana,Ethiopie,11.11.2021,0,D,1,1,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,0.95,1.43,4345000.0,75.0,0.0,1.0,1.0,1.0,3.0,4.0,5.0,9.0,-4.0,0.3333333333333333,0.0
Ghana,Togo,11.12.2024,0,W,2,0,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,0.95,1.43,4345000.0,75.0,0.0,1.0,1.0,2.0,2.0,5.0,6.0,9.0,-3.0,0.3333333333333333,0.0
Ghana,Côte d'Ivoire,12.06.2021,1,D,0,0,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.6125,1.66,0.75,20080000.0,34.0,39.0,0.43276892430278885,2.0,2.0,1.0,8.0,8.0,8.0,0.0,0.5,0.3333333333333333
Ghana,Libéria,12.09.2023,1,W,3,1,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,0.95,1.43,4345000.0,75.0,0.0,1.0,2.0,3.0,0.0,9.0,7.0,4.0,3.0,0.3333333333333333,0.5
Ghana,Qatar,12.10.2020,1,W,5,1,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.4125,1.29,1.31,766000.0,55.0,18.0,11.344647519582246,2.0,3.0,0.0,9.0,6.0,2.0,4.0,0.3333333333333333,0.5
Ghana,Zimbabwe,12.10.2021,0,W,1,0,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,0.95,1.43,4345000.0,75.0,0.0,1.0,3.0,2.0,0.0,11.0,11.0,3.0,8.0,0.6666666666666666,0.5
Ghana,Comores,12.10.2025,1,W,1,0,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,0.95,1.43,4345000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,11.0,2.0,9.0,0.6666666666666666,1.0
Ghana,Soudan,12.11.2020,1,W,2,0,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,0.95,1.43,4345000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,10.0,2.0,8.0,0.75,1.0
Ghana,Gabon,14.01.2022,0,D,1,1,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,0.95,1.43,4345000.0,75.0,0.0,1.0,5.0,0.0,0.0,15.0,12.0,2.0,10.0,1.0,1.0
Ghana,Cap-Vert,14.01.2024,1,L,1,2,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.45,1.2,0.96,2100000.0,68.0,5.0,4.1380952380952385,4.0,1.0,0.0,13.0,10.0,2.0,8.0,1.0,0.5
Ghana,Chili,14.06.2022Après TAB,1,W,0,0,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,0.95,1.43,4345000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,6.0,3.0,3.0,0.6666666666666666,0.5
Ghana,Afrique du Sud,14.11.2021,1,W,1,0,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.4625,1.32,0.91,1890000.0,60.0,13.0,4.597883597883598,3.0,1.0,1.0,10.0,5.0,3.0,2.0,0.75,0.0
Ghana,Japon,14.11.2025,0,L,0,2,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.7125,2.6,0.61,10420000.0,18.0,55.0,0.8339731285988484,3.0,1.0,1.0,10.0,5.0,3.0,2.0,0.75,0.0
Ghana,Madagascar,15.01.2023,0,L,1,2,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,0.95,1.43,4345000.0,75.0,0.0,1.0,2.0,1.0,2.0,7.0,3.0,5.0,-2.0,0.6666666666666666,0.0
Ghana,Mexique,15.10.2023,0,L,0,2,0.3875,0.0,1.26,1.15,0.11,8690000.0,73.0,0.5,1.43,0.9,7380000.0,15.0,58.0,1.1775067750677506,2.0,0.0,3.0,6.0,3.0,6.0,-3.0,0.6666666666666666,0.0
